date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:14:35	59332/59332	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-6.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-6.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:36	55009/55009	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-7.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-7.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:36	2630/2630	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:53:48%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/client-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/client-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:36	1564/1564	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:53:16%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/client-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/client-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:37	1540/1540	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:53:16%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/client-3.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/client-3.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:37	1389/1389	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:53:16%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/client-4.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/client-4.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:38	1541/1541	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:53:16%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/client-5.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/client-5.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:38	24120/24120	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2015:05:20%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/footer-bg.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/footer-bg.png	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:39	97163/97163	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2020%20Feb%202017%2021:28:06%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/js/vendor/jquery-1-12-4-min.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/js/vendor/jquery-1-12-4-min.js	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:39	37045/37045	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2026%20Jul%202016%2003:53:30%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/js/vendor/bootstrap-min.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/js/vendor/bootstrap-min.js	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:40	40401/40401	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20May%202017%2000:27:44%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/js/owl-carousel-min.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/js/owl-carousel-min.js	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:40	6031/6031	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2029%20Jul%202018%2008:06:56%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/js/ajaxchimp.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/js/ajaxchimp.js	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:41	6601/6601	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2020%20Apr%202018%2018:29:10%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/js/lity-min.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/js/lity-min.js	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:41	1073/1073	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2001%20Jan%202019%2018:50:14%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/js/click-effect.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/js/click-effect.js	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:42	105068/105068	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2003%20Jan%202019%2020:00:02%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/js/mouse-effect.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/js/mouse-effect.js	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:42	2035/2035	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202017%2010:15:48%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/js/scrollUp-min.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/js/scrollUp-min.js	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:43	8426/8426	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2029%20Jan%202017%2010:19:06%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/js/wow-min.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/js/wow-min.js	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:43	9710/9710	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2023%20Jan%202019%2019:02:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/js/main.js	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/js/main.js	(from https://quomodosoft.com/html/jupiter/jupiter/index.html)
01:14:44	6992/6992	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:53:18%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/circle-bg-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/circle-bg-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:44	110557/110557	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/w1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/w1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:45	206163/206163	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/w2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/w2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:45	89029/89029	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/w3.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/w3.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:45	212957/212957	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/w4.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/w4.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:49	229149/229149	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Oct%202025%2000:14:45%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/watch-round-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/watch-round-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:50	376817/376817	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Mar%202019%2022:26:40%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/wtach-section-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/wtach-section-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:50	6099/6099	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:53:18%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/circle-bg.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/circle-bg.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:51	277876/277876	---M--	200	added ('OK')	image/png	date:Sat,%2002%20Mar%202019%2022:27:02%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/wtach-section-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/wtach-section-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:55	229149/229149	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Oct%202025%2000:14:50%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/watch-round-4.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/watch-round-4.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:56	11143/11143	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/watch-item-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/watch-item-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:56	10024/10024	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/watch-item-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/watch-item-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:57	10495/10495	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/watch-item-3.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/watch-item-3.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:57	73305/73305	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:54%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-8.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/testimonial-8.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:58	7362/7362	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/info-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/info-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:58	8132/8132	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/info-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/info-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:14:59	7852/7852	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/info-3.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/info-3.png	(from https://quomodosoft.com/html/jupiter/jupiter/index2.html)
01:15:00	50194/50194	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2015:05:22%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/header-v3-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/header-v3-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index3.html)
01:15:00	138348/138348	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2015:05:22%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/headphone-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/headphone-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index3.html)
01:15:01	94555/94555	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2015:05:20%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/hd-1.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/hd-1.png	(from https://quomodosoft.com/html/jupiter/jupiter/index3.html)
01:15:01	119998/119998	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2015:05:22%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/hd-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/hd-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index3.html)
01:15:02	94527/94527	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2015:05:22%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/headphone-6.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/headphone-6.png	(from https://quomodosoft.com/html/jupiter/jupiter/index3.html)
01:15:02	13468/13468	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/image-box-bg-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/image-box-bg-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index3.html)
01:15:03	55117/55117	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2015:05:22%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/headphone-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/headphone-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/index3.html)
01:15:03	57818/57818	---M--	200	added ('OK')	image/png	date:Wed,%2023%20Jan%202019%2023:56:12%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/price-bg-v3.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/price-bg-v3.png	(from https://quomodosoft.com/html/jupiter/jupiter/index3.html)
01:15:04	115638/115638	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/post-1.jpg	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/post-1.jpg	(from https://quomodosoft.com/html/jupiter/jupiter/blog.html)
01:15:04	206917/206917	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/post-2.jpg	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/post-2.jpg	(from https://quomodosoft.com/html/jupiter/jupiter/blog.html)
01:15:05	66550/66550	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/post-3.jpg	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/post-3.jpg	(from https://quomodosoft.com/html/jupiter/jupiter/blog.html)
01:15:05	64405/64405	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/post-4.jpg	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/post-4.jpg	(from https://quomodosoft.com/html/jupiter/jupiter/blog.html)
01:15:06	61197/61197	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/post-5.jpg	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/post-5.jpg	(from https://quomodosoft.com/html/jupiter/jupiter/blog.html)
01:15:07	283409/283409	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Jan%202019%2023:55:24%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/post-6.jpg	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/post-6.jpg	(from https://quomodosoft.com/html/jupiter/jupiter/blog.html)
01:15:07	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Jul%202016%2001:43:02%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/fonts/glyphicons-halflings-regular.eot	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/fonts/glyphicons-halflings-regular.eot	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/bootstrap-min.css)
01:15:08	20127/20127	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2026%20Jul%202016%2001:43:02%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/fonts/glyphicons-halflings-regular.eot?	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/bootstrap-min.css)
01:15:08	18028/18028	---M--	200	added ('OK')	font/woff2	date:Tue,%2026%20Jul%202016%2001:43:02%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/fonts/glyphicons-halflings-regular.woff2	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/fonts/glyphicons-halflings-regular.woff2	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/bootstrap-min.css)
01:15:09	23424/23424	---M--	200	added ('OK')	font/woff	date:Tue,%2026%20Jul%202016%2001:43:02%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/fonts/glyphicons-halflings-regular.woff	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/fonts/glyphicons-halflings-regular.woff	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/bootstrap-min.css)
01:15:10	45404/45404	---MCZ	200	added ('OK')	font/ttf	date:Tue,%2026%20Jul%202016%2001:43:02%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/fonts/glyphicons-halflings-regular.ttf	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/fonts/glyphicons-halflings-regular.ttf	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/bootstrap-min.css)
01:15:10	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Jul%202016%2001:43:02%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/fonts/glyphicons-halflings-regular.svg	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/fonts/glyphicons-halflings-regular.svg	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/bootstrap-min.css)
01:15:15	229167/229167	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2005%20Oct%202025%2000:15:11%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/css/owl.video.play.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/css/owl.video.play.png	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/owl-carousel-min.css)
01:15:16	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2023%20Dec%202016%2003:50:34%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/fonts/fontawesome-webfont3e6e.eot	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/font-awesome-min.css)
01:15:17	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2023%20Dec%202016%2003:50:34%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/fonts/fontawesome-webfont.eot?	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/fonts/fontawesome-webfontd41d.eot	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/font-awesome-min.css)
01:15:17	77160/77160	---M--	200	added ('OK')	font/woff2	date:Fri,%2023%20Dec%202016%2003:50:34%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/font-awesome-min.css)
01:15:18	98024/98024	---M--	200	added ('OK')	font/woff	date:Fri,%2023%20Dec%202016%2003:50:34%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/fonts/fontawesome-webfont3e6e.woff	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/font-awesome-min.css)
01:15:18	165548/165548	---MCZ	200	added ('OK')	font/ttf	date:Fri,%2023%20Dec%202016%2003:50:34%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/font-awesome-min.css)
01:15:19	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Fri,%2023%20Dec%202016%2003:50:34%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/fonts/fontawesome-webfont3e6e.svg	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/font-awesome-min.css)
01:15:20	25219/25219	---M--	200	added ('OK')	image/png	date:Thu,%2028%20Nov%202019%2015:05:22%20GMT	https://quomodosoft.com/html/jupiter/jupiter/assets/images/header-bg-2.png	C:/Projetos/LandingpageOestagiario/landingpage/quomodosoft.com/html/jupiter/jupiter/assets/images/header-bg-2.png	(from https://quomodosoft.com/html/jupiter/jupiter/assets/css/theme.css)
